BOARD 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,15:20-16:40,BS/BI,DE,,AL,,GP,,,
,12:20-14:00,,BS/BI,,AI,,AK,,,22:00-24:00,,AN,,AK,,GP,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,16:40-18:00,BE,MI,,BL,,AN,,,
,14:00-15:20,,AN,,DE,,AL,,,00:00-03:00,,BE,,DE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,İZİN,YT,,,,,,,,
,15:20-16:40,,BE,,RI,,GP,,,03:00-05:30,,BA,,BL,,07:30-09:00,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:40-18:00,,AK,,BS/BI,,AI,,,05:30-08:00,,AL,,BS/BI,,GP,,,,,,25.03.2025 GÜNDÜZ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,C/D,WEST,,EAST,,SPV,,,
,İZİN,,MI,YT,,,,,,08:00-09:00,,AK,,AN,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,09:00-10:40,BS/BI,BL,,BA,,AI,,,
,,,,,,,,,,İZİN,,MI,YT,AI(1/2),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,10:40-12:20,AL,DE,,AK,,GP,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25.03.2025 GÜNDÜZ,,,,,,,,,26.03.2025 GECE,,,,,,,,,,,,12:20-14:00,BE,AN,,MI,,AI,,,
,,,C/D,,WEST,,SPV,,,,,C/D,,EAST,,SPV,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,14:00-15:20,BA,BS/BI,,BL,,GP,,,
,09:00-10:40,,BL,,BS/BI,,AI,,,18:00-20:00,,DE,,AL,,AK,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,15:20-16:40,AK,AL,,DE,,AI,,,
,10:40-12:20,,BA,,AL,,GP,,,20:00-22:00,,BS/BI,,BL,,GP,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,16:40-18:00,MI,BE,,AN,,GP,,,
,12:20-14:00,,BE,,DE,,MI,,,22:00-24:00,,BA,,AI,,BE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,İZİN,YT,,,,,,,,
,14:00-15:20,,BS/BI,,AI,,BL,,,00:00-03:00,,AL,,AK,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:20-16:40,,AL,,AK,,BA,,,03:00-05:30,,AN,,MI,,07:30-09:00,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:40-18:00,,AN,,MI,,BE,,,05:30-08:00,,BE,,BS/BI,,GP,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,İZİN,,YT,,,,,,,08:00-09:00,,BL,,DE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,İZİN,,YT,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30.03.2025,,C/D-GND,,WEST,,EAST,,SUP,,,31.03.2025 GECE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,C/D,,WEST,,SPV(EAST),,,,,,,,,,,,,
,09:00-10:40,,BE,,MI,,BA,,AI,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,19:00-20:40,,AL,,MI,,BA,,,,,,,,,,,,,
,10:40-12:20,,DE,,BL,,AL,,AK,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20:40-22:20,,DE,,BL,,AN,,,,,,,,,,,,,
,12:20-14:00,,BA,,BE,,MI,,AI,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,22:20-24:00,,BE,,AK,,AI,,,,,,,,,,,,,
,14:00-15:40,,AL,,DE,,BL,,AK,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,00:00-03:00,,MI,,AL,,,,,,,,,,,,,,,
,15:40-17:20,,MI,,BA,,BE,,AI,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,03:00-05:30,,BL,,DE,,07:30,,,,,,,,,,,,,
,17:20-19:00,,BL,,AL,,DE,,AK,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,05:30-08:00,,BA,,AN,,AI,,,,,,,,,,,,,
,İZİN,,YT,GP,BS,BI,AN,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,08:00-09:00,,BE,,AK,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,İZİN,,YT,GP,BS,BI,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,04.04.2025 GÜNDÜZ,,,,,,,,,,,05.04.2025 GECE,,,,,,,,,,,,,,,,,,,
